player,draft_year,position,position_group,model_group,college,round,pick,draft_capital_bucket,overall_rank_in_class,position_rank_in_class,overall_class_percentile,position_class_percentile,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,hit_miss_label,draft_value_vs_grade,confidence_score,confidence_label,outlier_type,grade_explanation,historical_position_comps,historical_overall_comps,player_card_summary,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,actual_outcome_level,actual_outcome_flag,miss_flag,value_flag,outcome_card_class,is_bad_miss,is_good_miss,should_have_been_drafted,should_have_pick_bucket,draft_slot_regrade,outcome_maturity,display_grade,display_grade_label,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks,career_stat_raw,career_honors_raw,career_stat_score,career_honors_score,career_impact_raw,position_success_score,global_success_score,score_mode,actual_value_to_team,current_value_to_team,prospect_similarity_score,site_display_score,site_display_score_label,good_bad_miss_type,redraft_class_rank,redraft_position_rank,should_have_been_drafted_display,v10_trait_projection_score,v10_projection_score,v10_successful_comps,v10_risk_comps,site_display_score_v10,site_display_score_label_v10,v10_projection_tier,v10_projection_explanation,projection_status,projection_badge,projection_basis,career_projection_score_5_10,career_projection_label,career_projection_range,career_projection_basis
Joe Goebel,1987.0,C,IOL,IOL,UCLA,11.0,284.0,Late Day 3 pick,200.0,19.0,28.2,18.2,28.4,25.2,29.0,45.6,0.452,0.406,0.544,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Reggie Singletary (1986, G, score 27.2) | Jesse Sapolu (1983, C, score 17.3) | Larry Williams (1985, G, score 25.0) | Mark Cannon (1984, C, score 17.7) | Don Bailey (1983, C, score 12.4)","David Norrie (1986, QB, score 28.4) | Garth Jax (1986, LB, score 27.6) | Willie Drewrey (1985, WR, score 24.4) | Chuck Sanders (1986, RB, score 24.7) | Tom Flaherty (1986, LB, score 23.4)","Joe Goebel (1987, C, UCLA) graded 28.4. Tier: Low-probability profile. Position rank in class: #19. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.4,0.0,3.7,46.4,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Undrafted / replacement outcome,999.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.8284271247461903,50.1,3.3,3.5355339059327378,35.0,35.0,actual_value,35.0,27.7,36.6,32.0,Actual Value Score,neutral,231.0,20.0,Class #231 / IOL #20,41.9,41.9,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Todd Peat,1987.0,G,IOL,IOL,Northern Illinois,11.0,285.0,Late Day 3 pick,111.0,13.0,60.4,45.5,51.0,55.6,53.5,49.1,0.484,0.471,0.509,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Raleigh McKenzie (1985, G, score 44.6) | Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4) | Adam Schreiber (1984, G, score 42.7) | Bruce Kozerski (1984, C, score 42.7)","Raleigh McKenzie (1985, G, score 44.6) | Pat Swoopes (1986, NT, score 42.8) | Guy Teafatiller (1986, DT, score 50.9) | Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4)","Todd Peat (1987, G, Northern Illinois) graded 51.0. Tier: Depth / replacement-level profile. Position rank in class: #13. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",12.9,19.0,51.1,49.8,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted too late,mature,60.2,Actual Value Score,0.0,0.0,2.0,19.0,,13.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,23.433243084123557,50.1,51.8,112.46495073347964,59.7,61.0,actual_value,59.7,48.3,39.9,60.2,Actual Value Score,neutral,101.0,9.0,Class #101 / IOL #9,41.9,41.9,,,60.2,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,60.2,Fringe roster / practice-squad projection,60.2,Actual NFL career value
John Davis,1987.0,G,IOL,IOL,Georgia Tech,11.0,287.0,Late Day 3 pick,90.0,9.0,68.0,63.6,56.7,62.9,59.7,49.5,0.496,0.499,0.505,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,66.0,Low-medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Raleigh McKenzie (1985, G, score 44.6) | Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4) | Adam Schreiber (1984, G, score 42.7) | Bruce Kozerski (1984, C, score 42.7)","Dean Hamel (1985, DT, score 55.9) | Ike Readon (1986, NT, score 56.4) | Guy Teafatiller (1986, DT, score 50.9) | David Jordan (1984, G, score 47.4) | Joe Drake (1985, NT, score 66.2)","John Davis (1987, G, Georgia Tech) graded 56.7. Tier: Depth / replacement-level profile. Position rank in class: #9. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Low-medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.3,31.0,66.3,51.3,Depth / Replacement,Good value,neutral,good_miss,card-good-miss,False,False,Day 2 caliber,100.0,Good value,mature,63.3,Actual Value Score,0.0,0.0,4.0,31.0,,2.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,28.396078054371134,50.1,65.6,131.5357028463563,62.8,64.3,actual_value,62.8,55.2,40.8,63.3,Actual Value Score,good_miss,84.0,6.0,Class #84 / IOL #6,41.9,41.9,,,63.3,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,63.3,Depth / developmental projection,63.3,Actual NFL career value
Paul Oswald,1987.0,C,IOL,IOL,Kansas,11.0,289.0,Late Day 3 pick,186.0,17.0,33.3,27.3,32.4,30.5,33.4,46.6,0.454,0.422,0.534,Low-probability profile,Miss,Low-impact outcome,73.0,Medium confidence,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Raleigh McKenzie (1985, G, score 44.6) | Reggie Singletary (1986, G, score 27.2) | Jesse Sapolu (1983, C, score 17.3) | Mark Cannon (1984, C, score 17.7) | Larry Williams (1985, G, score 25.0)","David Norrie (1986, QB, score 28.4) | Garth Jax (1986, LB, score 27.6) | Chuck Sanders (1986, RB, score 24.7) | Willie Drewrey (1985, WR, score 24.4) | Gary Williams (1983, WR, score 39.7)","Paul Oswald (1987, C, Kansas) graded 32.4. Tier: Low-probability profile. Position rank in class: #17. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",11.6,0.0,3.7,47.0,Miss,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.898979485566356,50.1,7.7,6.123724356957945,35.6,35.9,actual_value,35.6,30.1,37.2,32.0,Actual Value Score,neutral,216.0,18.0,Class #216 / IOL #18,41.9,41.9,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Ray Hitchcock,1987.0,C,IOL,IOL,Minnesota,12.0,331.0,Late Day 3 pick,99.0,11.0,64.7,54.5,54.5,60.3,57.4,49.2,0.486,0.487,0.508,Depth / replacement-level profile,Replacement/depth outcome,Low-impact outcome,73.0,Medium confidence,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,"Raleigh McKenzie (1985, G, score 44.6) | Duval Love (1985, G, score 45.5) | David Jordan (1984, G, score 47.4) | Reggie Singletary (1986, G, score 27.2) | Adam Schreiber (1984, G, score 42.7)","Dean Hamel (1985, DT, score 55.9) | Raleigh McKenzie (1985, G, score 44.6) | Ike Readon (1986, NT, score 56.4) | Guy Teafatiller (1986, DT, score 50.9) | Duval Love (1985, G, score 45.5)","Ray Hitchcock (1987, C, Minnesota) graded 54.5. Tier: Depth / replacement-level profile. Position rank in class: #11. Draft capital: Late Day 3 pick. Draft value read: Low-impact outcome. Model confidence: Medium confidence. Why: lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included.",13.0,0.0,3.7,50.4,Depth / Replacement,Drafted too late,neutral,neutral,card-neutral,False,False,Late Day 3 / priority depth,220.0,Drafted too late,mature,32.0,Actual Value Score,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.47213595499958,50.1,6.9,5.5901699437494745,35.1,35.6,actual_value,35.1,43.4,40.5,32.0,Actual Value Score,neutral,176.0,15.0,Class #176 / IOL #15,38.8,38.8,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
Dave Cadigan,1988.0,G,IOL,IOL,USC,1.0,8.0,Top-15 pick,35.0,3.0,84.2,88.9,74.7,85.5,77.4,61.3,0.575,0.531,0.387,Rotational / contributor profile,Useful contributor,Mixed return on premium pick,78.0,Medium confidence,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"John Rienstra (1986, G, score 73.6) | Mike Haight (1986, G, score 72.9) | Dave Rimington (1983, C, score 80.5) | Bruce Matthews (1983, G, score 83.4) | Brian Jozwiak (1986, G, score 83.5)","Reggie Rogers (1987, DE, score 74.8) | John Rienstra (1986, G, score 73.6) | Richard Johnson (1985, DB, score 75.6) | Ronnie Harmon (1986, RB, score 74.4) | Chris Miller (1987, QB, score 75.5)","Dave Cadigan (1988, G, USC) graded 74.7. Tier: Rotational / contributor profile. Position rank in class: #3. Draft capital: Top-15 pick. Draft value read: Mixed return on premium pick. Model confidence: Medium confidence. Why: premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",16.5,28.0,63.2,56.0,Useful Contributor,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted too early,mature,62.6,Actual Value Score,0.0,0.0,5.0,28.0,,24.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,27.05504218627399,50.1,62.3,126.98505198371387,62.1,63.5,actual_value,62.1,73.5,86.0,62.6,Actual Value Score,neutral,95.0,10.0,Class #95 / IOL #10,71.5,71.5,,,62.6,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,62.6,Depth / developmental projection,62.6,Actual NFL career value
Eric Moore,1988.0,G,IOL,IOL,Indiana,1.0,10.0,Top-15 pick,12.0,1.0,94.7,97.2,78.9,90.8,82.1,61.0,0.596,0.559,0.39,Starter-caliber profile,Starter-level hit,Solid premium pick,70.0,Medium confidence,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Dave Rimington (1983, C, score 80.5) | Don Mosebar (1983, C, score 81.0) | Bruce Matthews (1983, G, score 83.4) | Brian Jozwiak (1986, G, score 83.5) | Ron Solt (1984, G, score 83.0)","Shane Conlan (1987, LB, score 78.9) | Shawn Knight (1987, DE, score 78.7) | Michael Haddix (1983, RB, score 79.0) | Keith Byars (1986, RB, score 78.3) | D.J. Dozier (1987, RB, score 78.6)","Eric Moore (1988, G, Indiana) graded 78.9. Tier: Starter-caliber profile. Position rank in class: #1. Draft capital: Top-15 pick. Draft value read: Solid premium pick. Model confidence: Medium confidence. Why: premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",17.1,35.0,70.6,57.2,Starter Hit,Drafted too early,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted too early,mature,63.6,Actual Value Score,0.0,0.0,5.0,35.0,,33.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,27.27457468982252,50.1,62.7,133.31371465029932,63.1,64.6,actual_value,63.1,79.3,86.6,63.6,Actual Value Score,neutral,89.0,8.0,Class #89 / IOL #8,72.3,72.3,,,63.6,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,63.6,Depth / developmental projection,63.6,Actual NFL career value
Randall McDaniel,1988.0,G,IOL,IOL,Arizona St.,1.0,19.0,Round 1 pick,12.0,1.0,94.7,97.2,78.9,90.8,81.9,62.0,0.59,0.553,0.38,Starter-caliber profile,Starter-level hit,Strong value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Dave Rimington (1983, C, score 80.5) | Don Mosebar (1983, C, score 81.0) | Ron Solt (1984, G, score 83.0) | Trevor Matich (1985, C, score 83.2) | Mike Schad (1986, G, score 84.0)","George Adams (1985, RB, score 79.1) | D.J. Dozier (1987, RB, score 78.6) | Ron Faurot (1984, DE, score 79.4) | John Clay (1987, T, score 78.4) | Haywood Jeffires (1987, WR, score 79.9)","Randall McDaniel (1988, G, Arizona St.) graded 78.9. Tier: Starter-caliber profile. Position rank in class: #1. Draft capital: Round 1 pick. Draft value read: Strong value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",17.0,129.0,99.9,57.1,Starter Hit,Drafted about right,neutral,neutral,card-neutral,False,False,Top-5 caliber,5.0,Drafted about right,mature,99.0,Actual Value Score,7.0,12.0,14.0,129.0,,121.0,222.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,,,,0.0,266.76595839859846,50.1,99.0,458.3775839176174,99.0,99.0,actual_value,99.0,84.0,81.5,99.0,Actual Value Score,neutral,1.0,1.0,Class #1 / IOL #1,68.8,68.8,,,99.0,Actual Value Score,Elite / rare profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,99.0,Franchise cornerstone / All-Pro ceiling,99.0,Actual NFL career value
Dermontti Dawson,1988.0,C,IOL,IOL,Kentucky,2.0,44.0,Round 2 pick,37.0,4.0,83.3,83.3,74.1,85.0,77.4,58.5,0.569,0.545,0.415,Rotational / contributor profile,Useful contributor,Fair value,78.0,Medium confidence,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,"Doug Dawson (1984, G, score 76.4) | Steve Korte (1983, C, score 72.4) | Tom Newberry (1986, G, score 72.4) | Randy Grimes (1983, C, score 71.1) | Jim Sweeney (1984, C, score 76.4)","Jody Schulz (1983, LB, score 74.1) | Walter Murray (1986, WR, score 73.9) | Andre Townsend (1984, DE, score 73.8) | Jonathan Hayes (1985, TE, score 74.4) | Mike Ruth (1986, NT, score 74.6)","Dermontti Dawson (1988, C, Kentucky) graded 74.1. Tier: Rotational / contributor profile. Position rank in class: #4. Draft capital: Round 2 pick. Draft value read: Fair value. Model confidence: Medium confidence. Why: top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile.",15.7,96.0,98.6,55.2,Useful Contributor,Major value,neutral,good_miss,card-good-miss,False,False,Top-5 caliber,5.0,Major value,mature,96.6,Actual Value Score,6.0,7.0,11.0,96.0,,96.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,204.39581909392268,50.1,99.0,375.4283688703203,95.5,98.5,actual_value,95.5,79.3,72.3,96.6,Actual Value Score,good_miss,2.0,2.0,Class #2 / IOL #2,62.4,62.4,,,96.6,Actual Value Score,Elite / rare profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,96.6,Franchise cornerstone / All-Pro ceiling,96.6,Actual NFL career value
Chuck Lanza,1988.0,C,IOL,IOL,Notre Dame,3.0,70.0,Day 2 pick,90.0,9.0,58.4,55.6,55.8,61.8,57.8,54.7,0.499,0.459,0.453,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,73.0,Medium confidence,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Mike Kelley (1985, C, score 59.6) | Leonard Burton (1986, C, score 62.7) | Guy McIntyre (1984, G, score 63.9) | Stefan Humphries (1984, G, score 64.2) | Gene Chilton (1986, C, score 62.8)","Cliff Austin (1983, RB, score 55.3) | Mark Walen (1986, DT, score 56.4) | Jon Williams (1984, RB, score 57.4) | Walker Lee Ashley (1983, LB, score 57.0) | John Taylor (1986, WR, score 56.6)","Chuck Lanza (1988, C, Notre Dame) graded 55.8. Tier: Depth / replacement-level profile. Position rank in class: #9. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",13.0,2.0,15.4,50.0,Depth / Replacement,Drafted too early,neutral,neutral,card-neutral,True,False,Late Day 3 / priority depth,220.0,Drafted too early,mature,32.0,Actual Value Score,0.0,0.0,0.0,2.0,,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10.392304845413264,50.1,21.6,43.75152513947366,46.8,47.5,actual_value,46.8,47.9,61.9,32.0,Actual Value Score,neutral,157.0,18.0,Class #157 / IOL #18,53.1,53.1,,,32.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,32.0,Long-shot / replacement-level projection,32.0,Actual NFL career value
John Bruhin,1988.0,G,IOL,IOL,Tennessee,4.0,86.0,Day 2 pick,93.0,10.0,57.0,47.2,55.0,60.7,57.0,53.0,0.511,0.46,0.47,Depth / replacement-level profile,Replacement/depth outcome,Fair Day 2 value,73.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Steve Trapilo (1987, G, score 57.9) | Tom Thayer (1983, G, score 51.2) | Tom Baugh (1986, C, score 60.6) | Jim Juriga (1986, G, score 58.3) | Joel Hilgenberg (1984, C, score 50.4)","Buster Rhymes (1985, WR, score 54.8) | Mark Vlasic (1987, QB, score 54.8) | Don Graham (1987, LB, score 55.2) | Tom Holmoe (1983, DB, score 54.9) | Mark Studaway (1984, DE, score 55.6)","John Bruhin (1988, G, Tennessee) graded 55.0. Tier: Depth / replacement-level profile. Position rank in class: #10. Draft capital: Day 2 pick. Draft value read: Fair Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",12.6,10.0,37.7,49.6,Depth / Replacement,Drafted about right,neutral,neutral,card-neutral,False,False,Early Day 3 caliber,150.0,Drafted about right,mature,52.0,Actual Value Score,0.0,0.0,1.0,10.0,,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,18.0,50.1,39.1,89.14106763835437,55.7,56.8,actual_value,55.7,54.5,61.8,52.0,Actual Value Score,neutral,118.0,13.0,Class #118 / IOL #13,52.9,52.9,,,52.0,Actual Value Score,Low-probability profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,52.0,Long-shot / replacement-level projection,52.0,Actual NFL career value
Dave Widell,1988.0,C,IOL,IOL,Boston Col.,4.0,94.0,Day 2 pick,44.0,6.0,79.8,72.2,70.6,80.9,73.6,55.1,0.565,0.518,0.449,Rotational / contributor profile,Useful contributor,Strong Day 2 value,78.0,Medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Randy Dixon (1987, G, score 68.9) | Jeff Dellenbach (1985, C, score 68.8) | Dan Turk (1985, C, score 65.1) | Joe Milinichik (1986, G, score 70.4) | Crawford Ker (1985, G, score 71.9)","Ron Hall (1987, TE, score 71.2) | Randy Dixon (1987, G, score 68.9) | Jeff Dellenbach (1985, C, score 68.8) | Tim Harris (1986, LB, score 66.6) | Craig Swoope (1986, DB, score 66.3)","Dave Widell (1988, C, Boston Col.) graded 70.6. Tier: Rotational / contributor profile. Position rank in class: #6. Draft capital: Day 2 pick. Draft value read: Strong Day 2 value. Model confidence: Medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",14.6,42.0,78.7,53.5,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted about right,mature,65.9,Actual Value Score,0.0,0.0,6.0,42.0,,4.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,34.7779509647263,50.1,80.0,147.56129707393606,65.4,66.9,actual_value,65.4,70.6,64.1,65.9,Actual Value Score,neutral,72.0,6.0,Class #72 / IOL #6,52.8,52.8,,,65.9,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,65.9,Depth / developmental projection,65.9,Actual NFL career value
David Richards,1988.0,G,IOL,IOL,UCLA,4.0,98.0,Day 2 pick,43.0,5.0,80.5,77.8,70.7,80.9,74.5,54.5,0.558,0.552,0.455,Rotational / contributor profile,Useful contributor,Strong Day 2 value,66.0,Low-medium confidence,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,"Randy Dixon (1987, G, score 68.9) | Jeff Dellenbach (1985, C, score 68.8) | Dan Turk (1985, C, score 65.1) | Crawford Ker (1985, G, score 71.9) | Joe Milinichik (1986, G, score 70.4)","Ron Hall (1987, TE, score 71.2) | Randy Dixon (1987, G, score 68.9) | Jeff Dellenbach (1985, C, score 68.8) | Dan Turk (1985, C, score 65.1) | Tim Harris (1986, LB, score 66.6)","David Richards (1988, G, UCLA) graded 70.7. Tier: Rotational / contributor profile. Position rank in class: #5. Draft capital: Day 2 pick. Draft value read: Strong Day 2 value. Model confidence: Low-medium confidence. Why: Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included.",14.5,49.0,83.7,53.4,Useful Contributor,Drafted about right,neutral,neutral,card-neutral,False,False,Day 2 caliber,100.0,Drafted about right,mature,66.5,Actual Value Score,0.0,0.0,8.0,49.0,,32.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,34.55160857622926,50.1,79.4,151.31194130990156,65.9,67.5,actual_value,65.9,70.6,64.2,66.5,Actual Value Score,neutral,66.0,5.0,Class #66 / IOL #5,52.8,52.8,,,66.5,Actual Value Score,Depth / replacement profile,,Final / Mature Outcome,Actual Career Value,Actual NFL career value,66.5,Depth / developmental projection,66.5,Actual NFL career value
